,image_id,file_path,pixel_size,label,difficulty,left_eye,right_eye,nose,mouth,img_array
80,81,data\real_and_fake_face\training_real\real_00081.jpg,600x600,real,real,,,,,"[[0.50196078 0.53333333 0.58431373]
 [0.49803922 0.52941176 0.57254902]
 [0.49019608 0.5254902  0.56078431]
 ...
 [0.96862745 0.97254902 0.98039216]
 [0.96862745 0.97254902 0.98039216]
 [0.96862745 0.97254902 0.98039216]]"
81,82,data\real_and_fake_face\training_real\real_00082.jpg,600x600,real,real,,,,,"[[0.22352941 0.40392157 0.21960784]
 [0.2627451  0.44313725 0.25882353]
 [0.24705882 0.42745098 0.24705882]
 ...
 [0.81568627 0.69803922 0.69019608]
 [0.82745098 0.70588235 0.69803922]
 [0.82745098 0.70588235 0.69803922]]"
82,83,data\real_and_fake_face\training_real\real_00083.jpg,600x600,real,real,,,,,"[[0.93333333 0.79215686 0.02352941]
 [0.9254902  0.79215686 0.02745098]
 [0.90980392 0.79215686 0.02352941]
 ...
 [0.39607843 0.36862745 0.16470588]
 [0.38823529 0.36078431 0.15686275]
 [0.39215686 0.36470588 0.16078431]]"
83,84,data\real_and_fake_face\training_real\real_00084.jpg,600x600,real,real,,,,,"[[0.8745098  0.8627451  0.73333333]
 [0.8745098  0.8627451  0.73333333]
 [0.8745098  0.8627451  0.73333333]
 ...
 [0.10196078 0.10588235 0.1254902 ]
 [0.11764706 0.12156863 0.14117647]
 [0.14117647 0.14509804 0.16470588]]"
84,85,data\real_and_fake_face\training_real\real_00085.jpg,600x600,real,real,,,,,"[[0.06666667 0.04705882 0.03137255]
 [0.06666667 0.04705882 0.03137255]
 [0.06666667 0.04705882 0.03137255]
 ...
 [0.21568627 0.32156863 0.42745098]
 [0.20784314 0.31764706 0.40392157]
 [0.19215686 0.30196078 0.38431373]]"
85,86,data\real_and_fake_face\training_real\real_00086.jpg,600x600,real,real,,,,,"[[0.14509804 0.10980392 0.0745098 ]
 [0.14901961 0.11372549 0.07843137]
 [0.14509804 0.10980392 0.0745098 ]
 ...
 [0.14901961 0.10588235 0.09803922]
 [0.14901961 0.10588235 0.09803922]
 [0.15294118 0.10588235 0.10588235]]"
86,87,data\real_and_fake_face\training_real\real_00087.jpg,600x600,real,real,,,,,"[[0.6        0.59607843 0.48627451]
 [0.60392157 0.6        0.49019608]
 [0.6        0.59607843 0.48627451]
 ...
 [0.75686275 0.21568627 0.31372549]
 [0.79215686 0.22745098 0.3254902 ]
 [0.81176471 0.22745098 0.31372549]]"
87,88,data\real_and_fake_face\training_real\real_00088.jpg,600x600,real,real,,,,,"[[0.81176471 0.78039216 0.77254902]
 [0.80392157 0.78431373 0.77254902]
 [0.8        0.77647059 0.77647059]
 ...
 [0.97254902 0.92156863 0.55294118]
 [0.97254902 0.92156863 0.55294118]
 [0.97254902 0.92156863 0.55294118]]"
88,89,data\real_and_fake_face\training_real\real_00089.jpg,600x600,real,real,,,,,"[[0.79215686 0.78039216 0.80784314]
 [0.79215686 0.78039216 0.80784314]
 [0.79215686 0.78039216 0.80784314]
 ...
 [0.87058824 0.83529412 0.84705882]
 [0.86666667 0.83137255 0.84313725]
 [0.86666667 0.83137255 0.84313725]]"
89,90,data\real_and_fake_face\training_real\real_00090.jpg,600x600,real,real,,,,,"[[1.         0.98039216 0.96470588]
 [1.         0.98039216 0.96470588]
 [1.         0.98039216 0.96470588]
 ...
 [0.73333333 0.70980392 0.76470588]
 [0.7372549  0.71372549 0.76862745]
 [0.7372549  0.71372549 0.76862745]]"
90,91,data\real_and_fake_face\training_real\real_00091.jpg,600x600,real,real,,,,,"[[0.         0.04705882 0.09411765]
 [0.00392157 0.05098039 0.09803922]
 [0.00392157 0.05098039 0.09803922]
 ...
 [0.91764706 0.89803922 0.91372549]
 [0.91764706 0.89803922 0.91372549]
 [0.91764706 0.89803922 0.91372549]]"
91,92,data\real_and_fake_face\training_real\real_00092.jpg,600x600,real,real,,,,,"[[0.50196078 0.34509804 0.15294118]
 [0.50196078 0.34509804 0.15294118]
 [0.50588235 0.34901961 0.15686275]
 ...
 [0.94509804 0.85882353 0.71372549]
 [1.         0.97647059 0.83529412]
 [0.98431373 1.         0.8627451 ]]"
92,93,data\real_and_fake_face\training_real\real_00093.jpg,600x600,real,real,,,,,"[[0.79215686 0.76078431 0.58039216]
 [0.78039216 0.74901961 0.56470588]
 [0.78039216 0.74117647 0.54901961]
 ...
 [0.50980392 0.53333333 0.63529412]
 [0.5372549  0.56078431 0.65490196]
 [0.52156863 0.55294118 0.64313725]]"
93,94,data\real_and_fake_face\training_real\real_00094.jpg,600x600,real,real,,,,,"[[0.60392157 0.54901961 0.49803922]
 [0.60392157 0.54901961 0.49803922]
 [0.60392157 0.54901961 0.49803922]
 ...
 [0.76470588 0.78431373 0.87058824]
 [0.76470588 0.77254902 0.85490196]
 [0.76078431 0.76470588 0.84313725]]"
94,95,data\real_and_fake_face\training_real\real_00095.jpg,600x600,real,real,,,,,"[[0.         0.29803922 0.20392157]
 [0.00392157 0.29803922 0.20784314]
 [0.00784314 0.30196078 0.21176471]
 ...
 [0.24313725 0.00392157 0.03137255]
 [0.25882353 0.00392157 0.03529412]
 [0.2627451  0.         0.03529412]]"
95,96,data\real_and_fake_face\training_real\real_00096.jpg,600x600,real,real,,,,,"[[0.52156863 0.67058824 0.5254902 ]
 [0.5372549  0.68627451 0.53333333]
 [0.5372549  0.69803922 0.54117647]
 ...
 [0.40392157 0.75686275 0.51764706]
 [0.39607843 0.74901961 0.50980392]
 [0.4        0.75294118 0.51372549]]"
96,97,data\real_and_fake_face\training_real\real_00097.jpg,600x600,real,real,,,,,"[[0.07843137 0.15686275 0.11372549]
 [0.07843137 0.15686275 0.11372549]
 [0.07843137 0.15686275 0.10980392]
 ...
 [0.18431373 0.23529412 0.11764706]
 [0.17254902 0.22745098 0.09803922]
 [0.17254902 0.22745098 0.09019608]]"
97,98,data\real_and_fake_face\training_real\real_00098.jpg,600x600,real,real,,,,,"[[0.8        0.79215686 0.45098039]
 [0.81176471 0.80392157 0.4627451 ]
 [0.81960784 0.81568627 0.4627451 ]
 ...
 [0.09411765 0.05490196 0.05098039]
 [0.10196078 0.0627451  0.05882353]
 [0.10588235 0.06666667 0.0627451 ]]"
98,99,data\real_and_fake_face\training_real\real_00099.jpg,600x600,real,real,,,,,"[[0.21176471 0.20784314 0.22745098]
 [0.15294118 0.14901961 0.16862745]
 [0.10980392 0.10588235 0.1254902 ]
 ...
 [0.5254902  0.47843137 0.29019608]
 [0.5254902  0.47843137 0.29019608]
 [0.52941176 0.48235294 0.29411765]]"
99,100,data\real_and_fake_face\training_real\real_00100.jpg,600x600,real,real,,,,,"[[0.77254902 0.56078431 0.46666667]
 [0.78039216 0.56862745 0.4745098 ]
 [0.78039216 0.56862745 0.4745098 ]
 ...
 [0.20784314 0.16862745 0.16470588]
 [0.20784314 0.16862745 0.16470588]
 [0.20784314 0.16862745 0.16470588]]"
100,101,data\real_and_fake_face\training_real\real_00101.jpg,600x600,real,real,,,,,"[[1.         1.         1.        ]
 [1.         1.         1.        ]
 [1.         1.         1.        ]
 ...
 [0.75686275 0.71372549 0.70588235]
 [0.74901961 0.70980392 0.70588235]
 [0.75686275 0.71764706 0.71372549]]"
101,102,data\real_and_fake_face\training_real\real_00102.jpg,600x600,real,real,,,,,"[[0.22352941 0.24313725 0.22745098]
 [0.22352941 0.24313725 0.22745098]
 [0.22352941 0.24313725 0.22745098]
 ...
 [0.24705882 0.25882353 0.28627451]
 [0.32156863 0.31764706 0.34901961]
 [0.35294118 0.34117647 0.36862745]]"
102,103,data\real_and_fake_face\training_real\real_00103.jpg,600x600,real,real,,,,,"[[0.89803922 0.39607843 0.25098039]
 [0.92156863 0.38039216 0.26666667]
 [0.90588235 0.40784314 0.27843137]
 ...
 [0.3254902  0.33333333 0.32941176]
 [0.30588235 0.30980392 0.31764706]
 [0.34509804 0.34901961 0.35686275]]"
103,104,data\real_and_fake_face\training_real\real_00104.jpg,600x600,real,real,,,,,"[[0.42745098 0.51764706 0.54901961]
 [0.47058824 0.54509804 0.56078431]
 [0.52156863 0.58039216 0.59215686]
 ...
 [0.84313725 0.61568627 0.6627451 ]
 [0.85882353 0.62352941 0.67058824]
 [0.84705882 0.60392157 0.65490196]]"
104,105,data\real_and_fake_face\training_real\real_00105.jpg,600x600,real,real,,,,,"[[0.69803922 0.6627451  0.62745098]
 [0.70588235 0.6745098  0.63137255]
 [0.71764706 0.69019608 0.62745098]
 ...
 [0.27058824 0.29803922 0.23529412]
 [0.23921569 0.34901961 0.36078431]
 [0.30588235 0.39215686 0.48627451]]"
105,106,data\real_and_fake_face\training_real\real_00106.jpg,600x600,real,real,,,,,"[[0.07843137 0.19607843 0.20392157]
 [0.09803922 0.2        0.20392157]
 [0.19607843 0.27843137 0.29019608]
 ...
 [0.96862745 0.92941176 0.9254902 ]
 [0.97254902 0.93333333 0.92941176]
 [0.97254902 0.93333333 0.92941176]]"
106,107,data\real_and_fake_face\training_real\real_00107.jpg,600x600,real,real,,,,,"[[0.63529412 0.56470588 0.50980392]
 [0.61960784 0.54901961 0.49411765]
 [0.62352941 0.56078431 0.50980392]
 ...
 [0.74117647 0.64313725 0.56470588]
 [0.69411765 0.61176471 0.5372549 ]
 [0.6627451  0.59215686 0.51372549]]"
107,108,data\real_and_fake_face\training_real\real_00108.jpg,600x600,real,real,,,,,"[[0.91372549 0.91764706 0.89803922]
 [0.91372549 0.91764706 0.89803922]
 [0.91372549 0.91764706 0.89803922]
 ...
 [0.63921569 0.60784314 0.56470588]
 [0.63921569 0.60784314 0.56470588]
 [0.63921569 0.60784314 0.56470588]]"
108,109,data\real_and_fake_face\training_real\real_00109.jpg,600x600,real,real,,,,,"[[0.74901961 0.8745098  0.9254902 ]
 [0.75294118 0.87843137 0.92941176]
 [0.75294118 0.87843137 0.92941176]
 ...
 [0.30588235 0.16078431 0.1254902 ]
 [0.28235294 0.15686275 0.11372549]
 [0.25098039 0.13333333 0.09019608]]"
109,110,data\real_and_fake_face\training_real\real_00110.jpg,600x600,real,real,,,,,"[[0.37647059 0.37647059 0.3372549 ]
 [0.38431373 0.38431373 0.34509804]
 [0.37647059 0.37647059 0.3372549 ]
 ...
 [0.83137255 0.76862745 0.66666667]
 [0.81176471 0.74117647 0.64705882]
 [0.82352941 0.75294118 0.66666667]]"
110,111,data\real_and_fake_face\training_real\real_00111.jpg,600x600,real,real,,,,,"[[0.20784314 0.23529412 0.20784314]
 [0.20784314 0.23529412 0.20784314]
 [0.2        0.22745098 0.19607843]
 ...
 [0.48627451 0.49411765 0.45098039]
 [0.48627451 0.49411765 0.45098039]
 [0.48235294 0.49019608 0.44705882]]"
111,112,data\real_and_fake_face\training_real\real_00112.jpg,600x600,real,real,,,,,"[[0.70588235 0.45490196 0.40784314]
 [0.69019608 0.43921569 0.39215686]
 [0.70980392 0.45098039 0.40392157]
 ...
 [0.93333333 0.62352941 0.47058824]
 [0.92941176 0.62352941 0.47058824]
 [0.9372549  0.64313725 0.48627451]]"
112,113,data\real_and_fake_face\training_real\real_00113.jpg,600x600,real,real,,,,,"[[0.15294118 0.16078431 0.15686275]
 [0.14117647 0.14901961 0.14509804]
 [0.12941176 0.1372549  0.13333333]
 ...
 [0.18039216 0.16862745 0.14901961]
 [0.19215686 0.18039216 0.15294118]
 [0.20392157 0.19215686 0.16470588]]"
113,114,data\real_and_fake_face\training_real\real_00114.jpg,600x600,real,real,,,,,"[[0.91764706 0.89803922 0.88235294]
 [0.91764706 0.89803922 0.88235294]
 [0.91764706 0.89803922 0.88235294]
 ...
 [0.81960784 0.83921569 0.85490196]
 [0.81568627 0.83529412 0.85098039]
 [0.81568627 0.83529412 0.85098039]]"
114,115,data\real_and_fake_face\training_real\real_00115.jpg,600x600,real,real,,,,,"[[0.93333333 0.95686275 0.95686275]
 [0.93333333 0.95686275 0.95686275]
 [0.93333333 0.95686275 0.95686275]
 ...
 [0.74901961 0.75686275 0.75294118]
 [0.76862745 0.77647059 0.77254902]
 [0.77647059 0.78431373 0.78039216]]"
115,116,data\real_and_fake_face\training_real\real_00116.jpg,600x600,real,real,,,,,"[[0.86666667 0.86666667 0.85882353]
 [0.86666667 0.86666667 0.85882353]
 [0.86666667 0.86666667 0.85882353]
 ...
 [0.76078431 0.7372549  0.69019608]
 [0.76078431 0.7372549  0.69019608]
 [0.73333333 0.70980392 0.6627451 ]]"
116,117,data\real_and_fake_face\training_real\real_00117.jpg,600x600,real,real,,,,,"[[0.07843137 0.0745098  0.05882353]
 [0.07843137 0.0745098  0.05882353]
 [0.0745098  0.07058824 0.05490196]
 ...
 [0.21176471 0.20784314 0.18823529]
 [0.2        0.19607843 0.17647059]
 [0.20392157 0.2        0.18039216]]"
117,118,data\real_and_fake_face\training_real\real_00118.jpg,600x600,real,real,,,,,"[[0.07843137 0.06666667 0.09411765]
 [0.08235294 0.07058824 0.09803922]
 [0.08235294 0.07058824 0.09803922]
 ...
 [0.74117647 0.7254902  0.69019608]
 [0.8627451  0.85098039 0.81568627]
 [0.61960784 0.61960784 0.58823529]]"
118,119,data\real_and_fake_face\training_real\real_00119.jpg,600x600,real,real,,,,,"[[0.41176471 0.3372549  0.30980392]
 [0.41960784 0.34509804 0.31764706]
 [0.41568627 0.34117647 0.31372549]
 ...
 [0.95294118 1.         1.        ]
 [0.95294118 1.         1.        ]
 [0.95294118 1.         1.        ]]"
119,120,data\real_and_fake_face\training_real\real_00120.jpg,600x600,real,real,,,,,"[[0.4627451  0.48627451 0.47843137]
 [0.41568627 0.45098039 0.44705882]
 [0.42352941 0.47058824 0.4627451 ]
 ...
 [0.17254902 0.16862745 0.16078431]
 [0.0745098  0.0745098  0.06666667]
 [0.03529412 0.04313725 0.03921569]]"
120,121,data\real_and_fake_face\training_real\real_00121.jpg,600x600,real,real,,,,,"[[0.42352941 0.41176471 0.39215686]
 [0.42745098 0.41568627 0.39607843]
 [0.43137255 0.41960784 0.4       ]
 ...
 [0.54117647 0.40784314 0.36078431]
 [0.53333333 0.40784314 0.36470588]
 [0.52156863 0.39607843 0.35294118]]"
121,122,data\real_and_fake_face\training_real\real_00122.jpg,600x600,real,real,,,,,"[[0.16078431 0.14117647 0.15686275]
 [0.14901961 0.12941176 0.14509804]
 [0.15294118 0.1372549  0.14117647]
 ...
 [0.36078431 0.38039216 0.25490196]
 [0.41176471 0.39607843 0.29019608]
 [0.44705882 0.4        0.30588235]]"
122,123,data\real_and_fake_face\training_real\real_00123.jpg,600x600,real,real,,,,,"[[0.78039216 0.80784314 0.87058824]
 [0.78039216 0.80784314 0.87058824]
 [0.78431373 0.81176471 0.8745098 ]
 ...
 [0.91372549 0.86666667 0.90588235]
 [0.91372549 0.86666667 0.90588235]
 [0.91372549 0.86666667 0.90588235]]"
123,124,data\real_and_fake_face\training_real\real_00124.jpg,600x600,real,real,,,,,"[[0.08627451 0.09803922 0.0627451 ]
 [0.08235294 0.09411765 0.05882353]
 [0.08235294 0.09411765 0.05882353]
 ...
 [0.2627451  0.27843137 0.04705882]
 [0.25098039 0.26666667 0.03529412]
 [0.25490196 0.27843137 0.04313725]]"
124,125,data\real_and_fake_face\training_real\real_00125.jpg,600x600,real,real,,,,,"[[0.94509804 0.94117647 0.96078431]
 [0.94509804 0.94117647 0.96078431]
 [0.94509804 0.94117647 0.96078431]
 ...
 [0.76078431 0.83137255 0.91764706]
 [0.76078431 0.83137255 0.91764706]
 [0.78039216 0.85098039 0.9372549 ]]"
125,126,data\real_and_fake_face\training_real\real_00126.jpg,600x600,real,real,,,,,"[[0.42352941 0.64705882 0.7254902 ]
 [0.41960784 0.64313725 0.72156863]
 [0.41960784 0.64313725 0.72156863]
 ...
 [0.66666667 0.5372549  0.56470588]
 [0.6627451  0.54509804 0.58431373]
 [0.65882353 0.56470588 0.61960784]]"
126,127,data\real_and_fake_face\training_real\real_00127.jpg,600x600,real,real,,,,,"[[0.57647059 0.49411765 0.42745098]
 [0.54117647 0.45882353 0.39215686]
 [0.55294118 0.47058824 0.40392157]
 ...
 [0.11764706 0.10196078 0.09019608]
 [0.11764706 0.10196078 0.09019608]
 [0.10980392 0.09411765 0.08235294]]"
127,128,data\real_and_fake_face\training_real\real_00128.jpg,600x600,real,real,,,,,"[[0.56862745 0.54509804 0.49019608]
 [0.59215686 0.56862745 0.52156863]
 [0.63137255 0.6        0.55686275]
 ...
 [0.62352941 0.55294118 0.5372549 ]
 [0.62352941 0.55294118 0.5372549 ]
 [0.61568627 0.54509804 0.52941176]]"
128,129,data\real_and_fake_face\training_real\real_00129.jpg,600x600,real,real,,,,,"[[0.02745098 0.02352941 0.01568627]
 [0.03137255 0.02745098 0.01960784]
 [0.02745098 0.02352941 0.01568627]
 ...
 [0.77254902 0.63137255 0.63137255]
 [0.77647059 0.63529412 0.63529412]
 [0.78039216 0.63921569 0.63921569]]"
129,130,data\real_and_fake_face\training_real\real_00130.jpg,600x600,real,real,,,,,"[[0.90588235 0.86666667 0.87058824]
 [0.90196078 0.8627451  0.86666667]
 [0.90196078 0.8627451  0.86666667]
 ...
 [0.71372549 0.76470588 0.89019608]
 [0.74901961 0.80392157 0.94117647]
 [0.77254902 0.81960784 0.97647059]]"
130,131,data\real_and_fake_face\training_real\real_00131.jpg,600x600,real,real,,,,,"[[0.         0.85490196 0.92941176]
 [0.         0.85490196 0.92941176]
 [0.         0.85490196 0.92941176]
 ...
 [0.78039216 0.52941176 0.58431373]
 [0.77647059 0.5254902  0.58039216]
 [0.81176471 0.56078431 0.62352941]]"
131,132,data\real_and_fake_face\training_real\real_00132.jpg,600x600,real,real,,,,,"[[0.94117647 0.94117647 0.94901961]
 [0.94117647 0.94117647 0.94901961]
 [0.9372549  0.94117647 0.94901961]
 ...
 [0.86666667 0.63921569 0.        ]
 [0.90196078 0.67843137 0.        ]
 [0.90980392 0.68235294 0.00784314]]"
132,133,data\real_and_fake_face\training_real\real_00133.jpg,600x600,real,real,,,,,"[[0.16470588 0.13333333 0.09019608]
 [0.14901961 0.11764706 0.06666667]
 [0.18039216 0.15294118 0.08235294]
 ...
 [0.16470588 0.12156863 0.09803922]
 [0.11764706 0.08235294 0.05490196]
 [0.08627451 0.05098039 0.03137255]]"
133,134,data\real_and_fake_face\training_real\real_00134.jpg,600x600,real,real,,,,,"[[0.89411765 0.97254902 0.96470588]
 [0.89411765 0.97254902 0.96470588]
 [0.89019608 0.96862745 0.96078431]
 ...
 [0.98039216 0.97647059 0.75686275]
 [0.97647059 0.96862745 0.72941176]
 [0.98431373 0.96470588 0.70588235]]"
134,135,data\real_and_fake_face\training_real\real_00135.jpg,600x600,real,real,,,,,"[[0.81960784 0.17254902 0.23921569]
 [0.81568627 0.16862745 0.23529412]
 [0.81176471 0.16470588 0.23137255]
 ...
 [0.11372549 0.03529412 0.03921569]
 [0.11372549 0.03529412 0.03921569]
 [0.11372549 0.03529412 0.03921569]]"
135,136,data\real_and_fake_face\training_real\real_00136.jpg,600x600,real,real,,,,,"[[0.69019608 0.69019608 0.69019608]
 [0.69019608 0.69019608 0.69019608]
 [0.69019608 0.69019608 0.69019608]
 ...
 [0.75294118 0.75294118 0.75294118]
 [0.74509804 0.74509804 0.74509804]
 [0.74509804 0.74509804 0.75294118]]"
136,137,data\real_and_fake_face\training_real\real_00137.jpg,600x600,real,real,,,,,"[[0.31764706 0.32156863 0.43921569]
 [0.36862745 0.38431373 0.49803922]
 [0.37254902 0.38823529 0.50196078]
 ...
 [0.34117647 0.32941176 0.40392157]
 [0.34117647 0.32941176 0.40392157]
 [0.34117647 0.32941176 0.40392157]]"
137,138,data\real_and_fake_face\training_real\real_00138.jpg,600x600,real,real,,,,,"[[0.00784314 0.         0.00392157]
 [0.00784314 0.         0.00392157]
 [0.00784314 0.         0.00392157]
 ...
 [0.11372549 0.05490196 0.03529412]
 [0.09803922 0.03921569 0.01960784]
 [0.09411765 0.03529412 0.02352941]]"
138,139,data\real_and_fake_face\training_real\real_00139.jpg,600x600,real,real,,,,,"[[0.02352941 0.12156863 0.2       ]
 [0.02352941 0.12156863 0.2       ]
 [0.02352941 0.12156863 0.2       ]
 ...
 [0.8        0.81960784 0.73333333]
 [0.78431373 0.81176471 0.74117647]
 [0.81960784 0.85490196 0.78823529]]"
139,140,data\real_and_fake_face\training_real\real_00140.jpg,600x600,real,real,,,,,"[[0.96470588 0.96862745 0.97647059]
 [0.96470588 0.96862745 0.97647059]
 [0.96470588 0.96862745 0.97647059]
 ...
 [0.85098039 0.56470588 0.34901961]
 [0.8627451  0.63921569 0.47058824]
 [0.92941176 0.72941176 0.52156863]]"
140,141,data\real_and_fake_face\training_real\real_00141.jpg,600x600,real,real,,,,,"[[0.96078431 0.67843137 0.7254902 ]
 [0.96078431 0.65490196 0.70980392]
 [0.95686275 0.62745098 0.68627451]
 ...
 [0.51764706 0.36470588 0.30588235]
 [0.5372549  0.38431373 0.3254902 ]
 [0.54117647 0.37647059 0.31372549]]"
141,142,data\real_and_fake_face\training_real\real_00142.jpg,600x600,real,real,,,,,"[[0.89019608 0.80784314 0.74117647]
 [0.89019608 0.80784314 0.74117647]
 [0.89019608 0.80784314 0.74117647]
 ...
 [0.6627451  0.56862745 0.4745098 ]
 [0.65882353 0.56470588 0.47058824]
 [0.65098039 0.55686275 0.4627451 ]]"
142,143,data\real_and_fake_face\training_real\real_00143.jpg,600x600,real,real,,,,,"[[0.05490196 0.09411765 0.09803922]
 [0.05490196 0.09411765 0.09803922]
 [0.05490196 0.09411765 0.09803922]
 ...
 [0.54509804 0.36078431 0.25098039]
 [0.5372549  0.34117647 0.24313725]
 [0.54117647 0.34509804 0.24705882]]"
143,144,data\real_and_fake_face\training_real\real_00144.jpg,600x600,real,real,,,,,"[[0.         0.34901961 0.72156863]
 [0.         0.35294118 0.72156863]
 [0.         0.36470588 0.73333333]
 ...
 [0.         0.25882353 0.55686275]
 [0.02745098 0.27843137 0.56078431]
 [0.02352941 0.2745098  0.55686275]]"
144,145,data\real_and_fake_face\training_real\real_00145.jpg,600x600,real,real,,,,,"[[0.94901961 0.92941176 0.91764706]
 [0.92941176 0.90980392 0.89803922]
 [0.93333333 0.91372549 0.90196078]
 ...
 [0.7372549  0.55686275 0.46666667]
 [0.75294118 0.56862745 0.49019608]
 [0.75294118 0.56862745 0.49019608]]"
145,146,data\real_and_fake_face\training_real\real_00146.jpg,600x600,real,real,,,,,"[[0.92941176 0.92156863 0.93333333]
 [0.92941176 0.92156863 0.9254902 ]
 [0.9254902  0.91764706 0.92156863]
 ...
 [0.97254902 0.96862745 0.98823529]
 [0.97254902 0.96862745 0.98823529]
 [0.97254902 0.96862745 0.98823529]]"
146,147,data\real_and_fake_face\training_real\real_00147.jpg,600x600,real,real,,,,,"[[0.         0.59215686 0.83921569]
 [0.         0.59607843 0.84313725]
 [0.00392157 0.6        0.84705882]
 ...
 [0.10980392 0.06666667 0.05882353]
 [0.1372549  0.0745098  0.07843137]
 [0.18823529 0.11372549 0.12156863]]"
147,148,data\real_and_fake_face\training_real\real_00148.jpg,600x600,real,real,,,,,"[[0.85490196 0.85490196 0.85490196]
 [0.84705882 0.84705882 0.84705882]
 [0.84705882 0.84705882 0.84705882]
 ...
 [0.84705882 0.6627451  0.55294118]
 [0.84705882 0.6627451  0.55294118]
 [0.84705882 0.6627451  0.55294118]]"
